\\Yearly Intertie Schedule and Flow Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Created at 2025-06-21 08:01:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\For 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MANITOBA,MANITOBA,MANITOBA,MANITOBA SK,MANITOBA SK,MANITOBA SK,MICHIGAN,MICHIGAN,MICHIGAN,MINNESOTA,MINNESOTA,MINNESOTA,NEW-YORK,NEW-YORK,NEW-YORK,PQ.AT,PQ.AT,PQ.AT,PQ.B5D.B31L,PQ.B5D.B31L,PQ.B5D.B31L,PQ.D4Z,PQ.D4Z,PQ.D4Z,PQ.D5A,PQ.D5A,PQ.D5A,PQ.H4Z,PQ.H4Z,PQ.H4Z,PQ.H9A,PQ.H9A,PQ.H9A,PQ.P33C,PQ.P33C,PQ.P33C,PQ.Q4C,PQ.Q4C,PQ.Q4C,PQ.X2Y,PQ.X2Y,PQ.X2Y,Total,Total,Total
Date,Hour,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow
2025-01-22,20,130,0,-130,0,0,27,0,185,98,80,0,-75,235,2008,1796,384,1332,957,0,0,353,0,0,2,0,0,0,0,60,85,0,0,0,0,0,1,0,0,131,0,0,0,829,3585,3245
2025-01-22,21,163,0,-158,0,0,27,0,210,153,64,0,-62,80,1880,1827,386,1448,1064,0,0,354,0,0,2,0,0,0,0,60,84,0,0,0,0,0,1,0,0,131,0,0,0,693,3598,3423
2025-01-22,22,49,0,-55,0,0,28,380,725,226,25,0,-24,80,1867,1896,335,1500,1163,0,0,353,0,0,2,0,0,0,0,60,84,0,0,0,0,0,1,0,0,131,0,0,0,869,4152,3805
2025-01-22,23,0,0,-7,0,0,27,280,1332,818,0,0,-3,0,1588,1890,409,1539,1128,0,0,353,0,0,2,0,0,0,0,60,83,0,0,0,0,0,1,0,0,131,0,0,0,689,4519,4423
2025-01-22,24,11,0,-10,0,0,26,0,990,848,0,0,-2,0,1550,1732,259,1389,1126,0,0,353,0,0,2,0,0,0,0,60,81,0,0,0,0,0,0,0,0,131,0,0,0,270,3989,4287
2025-01-23,1,11,0,-10,0,0,25,33,1150,876,0,0,1,0,1600,1861,209,1290,1080,0,0,353,0,0,2,0,0,0,0,9,49,0,0,0,0,0,0,0,0,110,0,0,0,253,4049,4347
2025-01-23,2,11,0,-12,0,0,25,0,1073,971,0,0,-2,0,1600,1747,209,1277,1069,0,0,352,0,0,2,0,0,0,0,9,44,0,0,0,0,0,1,0,0,111,0,0,0,220,3959,4308
2025-01-23,3,11,0,-10,0,0,24,0,917,861,0,0,-1,50,1650,1696,209,1396,1181,0,0,353,0,0,2,0,0,0,0,9,44,0,0,0,0,0,1,0,0,112,0,0,0,270,3972,4263
2025-01-23,4,11,0,-12,0,0,25,0,1340,1031,0,0,0,0,1600,1901,209,1318,1109,0,0,353,0,0,2,0,0,0,0,9,43,0,0,0,0,0,1,0,0,112,0,0,0,220,4267,4565
2025-01-23,5,11,0,-11,0,0,25,0,1268,1426,0,0,0,0,1600,1479,209,1309,1089,0,0,353,0,0,2,0,0,0,0,9,43,0,0,0,0,0,1,0,0,112,0,0,0,220,4186,4519
2025-01-23,6,11,0,-10,0,0,25,0,1308,1575,0,0,-3,32,1632,1351,309,1200,880,0,0,354,0,0,2,0,0,0,0,9,41,0,0,0,0,0,1,0,0,112,0,0,0,352,4149,4328
2025-01-23,7,0,0,4,0,0,25,0,784,1093,0,0,-1,32,1622,1320,309,966,659,0,0,353,0,0,2,0,0,0,0,9,42,0,0,0,0,0,1,0,0,133,0,0,0,341,3381,3631
2025-01-23,8,0,0,-1,0,0,27,150,809,690,0,0,0,150,1790,1557,409,1161,748,0,0,353,0,0,2,0,0,0,0,9,46,0,0,0,0,0,1,0,0,132,0,0,0,709,3769,3555
2025-01-23,9,0,0,-1,0,0,27,50,350,331,0,0,-2,72,1853,1701,409,1129,718,0,0,353,0,0,2,0,0,0,0,9,44,0,0,0,0,0,1,0,0,133,0,0,0,531,3341,3307
2025-01-23,10,80,0,-74,0,0,27,100,360,454,0,0,-2,200,1933,1564,409,1154,747,0,0,353,0,0,2,0,0,0,0,9,42,0,0,0,0,0,1,0,0,133,0,0,0,789,3456,3247
2025-01-23,11,0,0,-6,0,0,27,0,476,341,0,0,-4,308,1470,1265,338,1119,770,0,0,353,0,0,2,0,0,0,0,9,40,0,0,0,0,0,1,0,0,133,0,0,0,646,3074,2922
2025-01-23,12,0,0,-40,0,0,27,486,340,71,0,0,-1,292,1743,1251,712,1333,625,0,0,353,0,0,2,0,0,0,0,9,39,0,0,0,0,0,1,0,0,132,0,0,0,1490,3425,2460
2025-01-23,13,0,0,-25,0,0,26,100,40,107,0,0,-1,75,1713,1403,609,1463,840,0,0,352,0,0,2,0,0,0,0,9,38,0,0,0,0,0,1,0,0,132,0,0,0,784,3225,2875
2025-01-23,14,0,0,-2,0,0,26,179,215,291,0,0,1,175,1793,1376,809,1478,668,0,0,352,0,0,2,0,0,0,0,9,37,0,0,0,0,0,1,0,0,133,0,0,0,1163,3495,2885
2025-01-23,15,0,0,-1,0,0,26,140,215,231,0,0,0,192,1826,1501,709,1376,673,0,0,352,0,0,2,0,0,0,0,9,26,0,0,0,0,0,1,0,0,132,0,0,0,1041,3426,2943
2025-01-23,16,0,0,26,0,0,26,142,357,296,0,0,0,120,1918,1678,637,1566,924,0,0,346,0,0,2,0,0,0,0,9,15,0,0,0,0,0,1,0,0,132,0,0,0,899,3850,3446
2025-01-23,17,109,0,-78,0,0,26,695,440,-93,50,0,-42,156,1648,1387,609,1579,972,0,0,345,0,0,2,0,0,0,0,9,9,0,0,0,0,0,1,0,0,132,0,0,0,1619,3676,2661
2025-01-23,18,0,0,0,0,0,27,185,560,109,80,0,-67,420,1560,1438,405,1488,1082,0,0,345,0,0,2,0,0,0,0,9,17,0,0,0,0,0,1,0,0,132,0,0,0,1090,3617,3086
2025-01-23,19,50,0,-48,0,0,27,111,570,428,0,0,-1,25,1903,1967,411,1496,1080,0,0,345,0,0,2,0,0,0,0,9,19,0,0,0,0,0,1,0,0,132,0,0,0,597,3978,3952
2025-01-23,20,0,0,-3,0,0,27,431,470,213,0,0,-3,100,1933,1765,311,1315,1003,0,0,345,0,0,2,0,0,0,0,9,22,0,0,0,0,0,1,0,0,132,0,0,0,842,3727,3504
2025-01-23,21,0,0,-1,0,0,27,150,510,387,0,0,-2,70,1898,1904,316,1340,1016,0,0,345,0,0,2,0,0,0,0,9,22,0,0,0,0,0,1,0,0,132,0,0,0,536,3757,3833
2025-01-23,22,0,0,-2,0,0,27,0,200,78,0,0,-4,49,1715,1817,309,1169,862,0,0,349,0,0,2,0,0,0,0,9,19,0,0,0,0,0,1,0,0,132,0,0,0,358,3093,3281
2025-01-23,23,0,0,-38,0,0,26,0,330,164,0,0,-1,50,1650,1856,424,1384,957,0,0,351,0,0,2,0,0,0,0,9,18,0,0,0,0,0,1,0,0,132,0,0,0,474,3373,3468
2025-01-23,24,3,0,-20,0,0,25,0,720,622,0,0,-5,43,1643,1732,618,1544,927,0,0,350,0,0,2,0,0,0,0,9,16,0,0,0,0,0,1,0,0,131,0,0,0,664,3916,3781
2025-01-24,1,11,0,-14,0,0,24,0,900,996,0,0,-4,0,1600,1628,9,1024,1004,0,0,349,0,0,2,0,0,0,0,9,16,0,0,0,0,0,1,0,0,111,0,0,0,20,3533,4113
2025-01-24,2,11,0,-8,0,0,23,0,1000,1010,0,0,3,0,1600,1615,69,785,714,0,0,350,0,0,2,0,0,0,0,9,21,0,0,0,0,0,1,0,0,112,0,0,0,80,3394,3843
2025-01-24,3,11,0,-12,0,0,23,0,956,985,0,0,2,0,1600,1567,9,662,647,0,0,351,0,0,2,0,0,0,0,9,28,0,0,0,0,0,1,0,0,113,0,0,0,20,3227,3707
2025-01-24,4,11,0,-11,0,0,23,0,724,793,0,0,2,28,1628,1558,9,644,637,0,0,351,0,0,2,0,0,0,0,9,29,0,0,0,0,0,1,0,0,113,0,0,0,48,3005,3498
2025-01-24,5,11,0,-10,0,0,23,0,865,792,0,0,-3,50,1650,1661,9,890,866,0,0,352,0,0,2,0,0,0,0,9,30,0,0,0,0,0,1,0,0,113,0,0,0,70,3414,3827
2025-01-24,6,11,0,-9,0,0,23,0,970,915,0,0,0,150,1750,1766,209,957,752,0,0,352,0,0,2,0,0,0,0,9,33,0,0,0,0,0,1,0,0,114,0,0,0,370,3686,3949
2025-01-24,7,0,0,0,0,0,23,130,684,665,0,0,1,180,1465,1244,9,979,960,0,0,353,0,0,2,0,0,0,0,9,26,0,0,0,0,0,1,0,0,133,0,0,0,319,3137,3408
2025-01-24,8,30,0,-26,0,0,24,445,580,427,0,0,1,155,1857,1467,9,909,902,0,0,351,0,0,2,0,0,0,0,9,26,0,0,0,0,0,1,0,0,134,0,0,0,639,3355,3309
2025-01-24,9,0,0,-3,0,0,25,248,260,166,0,0,-1,185,1705,1409,9,1084,1064,0,0,349,0,0,2,0,0,0,0,9,24,0,0,0,0,0,1,0,0,134,0,0,0,442,3058,3170
2025-01-24,10,0,0,3,0,0,25,350,415,115,0,0,0,296,1700,1432,9,745,735,0,0,348,0,0,2,0,0,0,0,9,11,0,0,0,0,0,1,0,0,133,0,0,0,655,2869,2805
2025-01-24,11,0,0,-3,0,0,26,65,440,251,0,0,0,80,1897,2079,259,806,539,0,0,347,0,0,2,0,0,0,0,9,4,0,0,0,0,0,1,0,0,133,0,0,0,404,3152,3379
2025-01-24,12,116,0,-112,0,0,25,65,290,140,0,0,-5,100,1645,1653,359,776,406,0,0,346,0,0,2,0,0,0,0,9,3,0,0,0,0,0,1,0,0,133,0,0,0,640,2720,2592
2025-01-24,13,96,0,-93,0,0,25,260,115,37,0,0,-3,72,1535,1324,409,643,240,0,0,347,0,0,2,0,0,0,0,9,8,0,0,0,0,0,0,0,0,133,0,0,0,837,2302,2020
2025-01-24,14,0,0,3,0,0,25,469,40,-243,0,0,-1,0,1300,1109,9,585,557,0,0,346,0,0,2,0,0,0,0,9,14,0,0,0,0,0,0,0,0,133,0,0,0,478,1934,1945
2025-01-24,15,0,0,-1,0,0,24,491,40,-398,0,0,2,0,1250,1183,9,454,441,0,0,346,0,0,2,0,0,0,0,9,12,0,0,0,0,0,0,0,0,133,0,0,0,500,1753,1744
2025-01-24,16,66,0,-65,0,0,24,760,40,-411,50,0,-32,0,1370,1162,154,646,494,0,0,345,0,0,2,0,0,0,0,9,9,0,0,0,0,0,0,0,0,133,0,0,0,1030,2065,1661
2025-01-24,17,135,0,-131,0,0,24,586,0,-300,80,0,-74,312,1419,866,9,793,765,0,0,344,0,0,2,0,0,0,0,9,11,0,0,0,0,0,0,0,0,133,0,0,0,1122,2221,1640
2025-01-24,18,38,0,-47,0,0,25,723,60,-283,20,0,-21,195,1384,901,9,521,510,0,0,343,0,0,2,0,0,0,0,9,10,0,0,0,0,0,0,0,0,133,0,0,0,985,1974,1573
2025-01-24,19,0,0,1,0,0,25,141,60,131,0,0,-5,0,1165,1077,9,541,518,0,0,343,0,0,2,0,0,0,0,9,15,0,0,0,0,0,0,0,0,133,0,0,0,150,1775,2240
2025-01-24,20,0,0,3,0,0,25,91,100,112,0,0,-3,0,1408,1308,366,656,296,0,0,344,0,0,2,0,0,0,0,9,13,0,0,0,0,0,0,0,0,133,0,0,0,457,2173,2233
2025-01-24,21,85,0,-81,0,0,24,0,60,184,0,0,1,136,1631,1413,9,583,567,0,0,345,0,0,2,0,0,0,0,9,16,0,0,0,0,0,0,0,0,133,0,0,0,230,2283,2604
2025-01-24,22,50,0,-52,0,0,23,0,195,109,36,0,-34,0,1668,1752,9,623,617,0,0,345,0,0,2,0,0,0,0,9,21,0,0,0,0,0,0,0,0,133,0,0,0,95,2495,2916
2025-01-24,23,0,0,-45,0,0,23,0,250,141,0,0,-6,0,1572,1777,9,781,767,0,0,347,0,0,2,0,0,0,0,9,19,0,0,0,0,0,0,0,0,133,0,0,0,9,2612,3158
2025-01-24,24,11,0,-7,0,0,22,0,290,474,0,0,-3,0,1600,1588,209,906,679,0,0,348,0,0,2,0,0,0,0,9,13,0,0,0,0,0,1,0,0,132,0,0,0,220,2805,3249
2025-01-25,1,11,0,-9,0,0,21,0,457,457,0,0,2,0,1600,1607,309,645,345,0,0,348,0,0,2,0,0,0,0,9,16,0,0,0,0,0,0,0,0,113,0,0,0,320,2711,2902
2025-01-25,2,11,0,-9,0,0,20,0,480,498,0,0,3,0,1600,1646,142,829,686,0,0,348,0,0,2,0,0,0,0,9,18,0,0,0,0,0,1,0,0,109,0,0,0,153,2918,3322
2025-01-25,3,11,0,-9,0,0,19,0,680,592,0,0,3,0,1600,1764,9,1004,988,0,0,349,0,0,2,0,0,0,0,9,14,0,0,0,0,0,1,0,0,110,0,0,0,20,3293,3833
2025-01-25,4,11,0,-14,0,0,19,0,863,679,0,0,-2,0,1567,1836,9,972,959,0,0,349,0,0,2,0,0,0,0,9,15,0,0,0,0,0,1,0,0,110,0,0,0,20,3411,3954
2025-01-25,5,11,0,-12,0,0,19,1,856,873,0,0,1,10,1460,1547,9,969,958,0,0,349,0,0,2,0,0,0,0,9,14,0,0,0,0,0,1,0,0,111,0,0,0,31,3294,3863
2025-01-25,6,11,0,-12,0,0,19,0,875,960,0,0,2,0,1532,1473,9,950,941,0,0,348,0,0,2,0,0,0,0,9,9,0,0,0,0,0,1,0,0,111,0,0,0,20,3366,3854
2025-01-25,7,0,0,-2,0,0,19,0,1000,1084,0,0,1,0,1600,1579,9,1066,1059,0,0,19,0,0,2,0,0,0,0,9,5,0,0,0,0,0,1,0,0,131,0,0,0,9,3675,3898
2025-01-25,8,0,0,3,0,0,20,0,1000,1256,0,0,1,0,1870,1570,9,1162,1151,0,0,0,0,0,2,0,0,0,0,9,4,0,0,0,0,0,1,0,0,130,0,0,0,9,4041,4138
2025-01-25,9,0,0,1,0,0,21,0,934,861,0,0,-2,0,1870,1894,9,1082,1076,0,0,0,0,0,2,0,0,0,0,9,2,0,0,0,0,0,1,0,0,130,0,0,0,9,3895,3986
2025-01-25,10,0,0,-1,0,0,22,0,747,720,0,0,-4,0,1834,1843,9,748,762,0,0,0,0,0,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,130,0,0,0,9,3338,3474
2025-01-25,11,0,0,3,0,0,23,0,664,663,0,0,-1,0,1900,1814,9,792,800,0,0,0,0,0,2,0,0,0,0,9,8,0,0,0,0,0,0,0,0,129,0,0,0,9,3365,3441
2025-01-25,12,0,0,-5,0,0,23,1,240,467,0,0,1,0,1700,1464,9,1110,1108,0,0,0,0,0,2,0,0,0,0,9,8,0,0,0,0,0,0,0,0,129,0,0,0,10,3059,3197
2025-01-25,13,0,0,0,0,0,23,1,289,516,0,0,2,0,1811,1549,9,1063,1066,0,0,0,0,0,2,0,0,0,0,9,3,0,0,0,0,0,1,0,0,129,0,0,0,10,3172,3291
2025-01-25,14,0,0,2,0,0,23,0,40,336,0,0,-1,0,1900,1511,9,923,921,0,0,0,0,0,2,0,0,0,0,9,2,0,0,0,0,0,1,0,0,129,0,0,0,9,2872,2926
2025-01-25,15,0,0,-2,0,0,22,1,40,72,0,0,0,0,1900,1817,9,949,933,0,0,0,0,0,2,0,0,0,0,9,5,0,0,0,0,0,0,0,0,129,0,0,0,10,2898,2978
2025-01-25,16,0,0,-4,0,0,22,1,412,229,0,0,-2,0,1801,2000,9,831,820,0,0,0,0,0,2,0,0,0,0,9,9,0,0,0,0,0,1,0,0,129,0,0,0,10,3053,3206
2025-01-25,17,0,0,0,0,0,22,0,410,626,0,0,-2,0,1813,1605,9,894,876,0,0,0,0,0,2,0,0,0,0,9,5,0,0,0,0,0,1,0,0,129,0,0,0,9,3126,3264
2025-01-25,18,0,0,2,0,0,24,1,526,569,0,25,17,0,1726,1689,9,766,754,0,0,0,0,0,2,0,0,0,0,9,9,0,0,0,0,0,1,0,0,129,0,0,0,10,3052,3196
2025-01-25,19,0,0,1,0,0,25,0,603,572,0,0,-1,0,1900,1961,9,817,801,0,0,0,0,0,2,0,0,0,0,9,9,0,0,0,0,0,1,0,0,129,0,0,0,9,3329,3500
2025-01-25,20,0,0,-2,0,0,25,0,500,497,0,0,-2,0,1780,1815,9,717,701,0,0,0,0,0,2,0,0,0,0,9,-16,0,0,0,0,0,1,0,0,129,0,0,0,9,3006,3150
2025-01-25,21,0,0,-3,0,0,25,0,350,351,0,0,0,0,1703,1684,9,661,649,0,0,0,0,0,2,0,0,0,0,9,-17,0,0,0,0,0,1,0,0,129,0,0,0,9,2723,2821
2025-01-25,22,0,0,3,0,0,24,0,280,299,0,0,-1,0,1855,1826,9,639,625,0,0,0,0,0,2,0,0,0,0,9,-3,0,0,0,0,0,1,0,0,129,0,0,0,9,2783,2905
2025-01-25,23,0,0,3,0,0,24,0,230,112,0,0,1,0,1600,1702,9,642,625,0,0,0,0,0,2,0,0,0,0,9,4,0,0,0,0,0,1,0,0,131,0,0,0,9,2481,2605
2025-01-25,24,11,0,-18,0,0,23,0,180,88,0,25,21,0,1600,1756,9,643,626,0,0,0,0,0,2,0,0,0,0,9,6,0,0,0,0,0,1,0,0,133,0,0,0,20,2457,2638
2025-01-26,1,11,0,-8,0,0,22,0,229,209,0,0,-3,0,1600,1627,22,650,627,0,0,0,0,0,2,0,0,0,0,9,2,0,0,0,0,0,1,0,0,133,0,0,0,33,2488,2612
2025-01-26,2,11,0,-7,0,0,21,0,232,215,0,25,26,0,1600,1660,9,585,576,0,0,0,0,0,2,0,0,0,0,9,0,0,0,0,0,0,1,0,0,134,0,0,0,20,2451,2628
2025-01-26,3,11,0,-11,0,0,21,0,303,241,0,0,3,0,1600,1687,9,693,684,0,0,0,0,0,2,0,0,0,0,9,1,0,0,0,0,0,1,0,0,134,0,0,0,20,2605,2763
2025-01-26,4,11,0,-7,0,0,21,140,528,315,0,0,1,0,1581,1697,47,771,718,0,0,0,0,0,2,0,0,0,0,9,0,0,0,0,0,0,1,0,0,134,0,0,0,198,2889,2882
2025-01-26,5,11,0,-4,0,0,21,140,422,249,0,0,-1,0,1600,1673,138,860,715,0,0,0,0,0,2,0,0,0,0,9,1,0,0,0,0,0,1,0,0,135,0,0,0,289,2891,2792
2025-01-26,6,11,0,-8,0,0,21,140,543,271,0,0,-4,0,1482,1674,9,654,644,0,0,0,0,0,2,0,0,0,0,9,-4,0,0,0,0,0,1,0,0,135,0,0,0,160,2688,2732
2025-01-26,7,0,0,2,0,0,21,140,602,382,0,36,32,0,1393,1586,9,773,758,0,0,0,0,0,2,0,0,0,0,9,-1,0,0,0,0,0,1,0,0,133,0,0,0,149,2813,2916
2025-01-26,8,0,0,2,0,0,22,0,642,572,0,0,4,0,1480,1557,9,728,715,0,0,0,0,0,2,0,0,0,0,9,2,0,0,0,0,0,1,0,0,132,0,0,0,9,2859,3009
2025-01-26,9,0,0,4,0,0,22,140,845,601,0,0,0,0,1443,1584,9,737,724,0,0,0,0,0,2,0,0,0,0,9,1,0,0,0,0,0,1,0,0,131,0,0,0,149,3034,3070
2025-01-26,10,0,0,0,0,0,23,0,397,526,0,10,8,0,1687,1637,9,702,686,0,0,0,0,0,2,0,0,0,0,9,-2,0,0,0,0,0,0,0,0,131,0,0,0,9,2805,3011
2025-01-26,11,0,0,-1,0,0,22,0,102,342,0,0,0,0,1688,1480,9,624,610,0,0,0,0,0,2,0,0,0,0,9,5,0,0,0,0,0,1,0,0,131,0,0,0,9,2423,2592
2025-01-26,12,0,0,2,0,0,21,0,150,195,0,0,1,0,1573,1553,9,604,592,0,0,0,0,0,2,0,0,0,0,9,8,0,0,0,0,0,0,0,0,131,0,0,0,9,2336,2505
2025-01-26,13,0,0,-2,0,0,21,0,40,222,0,0,3,0,1754,1621,9,656,650,0,0,0,0,0,2,0,0,0,0,9,6,0,0,0,0,0,1,0,0,131,0,0,0,9,2459,2655
2025-01-26,14,0,0,-4,0,0,21,1,40,183,0,0,1,0,1819,1719,9,834,822,0,0,0,0,0,2,0,0,0,0,9,2,0,0,0,0,0,1,0,0,131,0,0,0,10,2702,2878
2025-01-26,15,0,0,2,0,0,21,0,65,194,0,25,20,25,1925,1892,9,875,853,0,0,0,0,0,2,0,0,0,0,9,-2,0,0,0,0,0,1,0,0,131,0,0,0,34,2899,3114
2025-01-26,16,0,0,-1,0,0,21,0,40,187,0,0,-2,25,1868,1754,9,617,604,0,0,0,0,0,2,0,0,0,0,9,-3,0,0,0,0,0,1,0,0,131,0,0,0,34,2534,2694
2025-01-26,17,0,0,0,0,0,21,0,40,254,0,0,-1,0,1900,1685,233,801,566,0,0,0,0,0,2,0,0,0,0,9,-2,0,0,0,0,0,1,0,0,131,0,0,0,233,2750,2657
2025-01-26,18,0,0,-3,0,0,22,0,317,379,0,0,3,0,1623,1567,9,686,669,0,0,0,0,0,2,0,0,0,0,9,-1,0,0,0,0,0,0,0,0,131,0,0,0,9,2635,2769
2025-01-26,19,0,0,1,0,0,23,0,304,535,0,0,-1,0,1783,1772,77,671,596,0,0,1,0,0,2,0,0,0,0,9,-11,0,0,0,0,0,0,0,0,131,0,0,0,77,2767,3049
2025-01-26,20,0,0,0,0,0,23,1,390,489,0,0,0,0,1685,1785,9,722,707,0,0,226,0,0,2,0,0,0,0,9,18,0,0,0,0,0,1,0,0,131,0,0,0,10,2806,3382
2025-01-26,21,0,0,1,0,0,22,0,390,323,0,0,-2,0,1795,1975,9,742,729,0,0,346,0,0,2,0,0,0,0,9,32,0,0,0,0,0,0,0,0,131,0,0,0,9,2936,3559
2025-01-26,22,0,0,2,0,0,22,0,490,295,0,0,-1,0,1733,2010,9,741,727,0,0,349,0,0,2,0,0,0,0,9,33,0,0,0,0,0,0,0,0,131,0,0,0,9,2973,3570
2025-01-26,23,0,0,-2,0,0,21,0,592,520,0,0,-4,0,1550,1718,9,688,674,0,0,349,0,0,2,0,0,0,0,9,-2,0,0,0,0,0,1,0,0,131,0,0,0,9,2839,3408
2025-01-26,24,11,0,-10,0,0,21,0,536,589,0,25,27,0,1550,1468,9,692,674,0,0,348,0,0,2,0,0,0,0,9,-3,0,0,0,0,0,0,0,0,131,0,0,0,20,2812,3247
2025-01-27,1,0,0,2,0,0,19,0,482,582,0,0,-3,0,1600,1525,59,750,684,0,0,349,0,0,2,0,0,0,0,9,3,0,0,0,0,0,1,0,0,130,0,0,0,59,2841,3294
2025-01-27,2,0,0,1,0,0,19,140,804,621,0,0,-2,0,1560,1578,59,799,738,0,0,349,0,0,2,0,0,0,0,9,6,0,0,0,0,0,1,0,0,130,0,0,0,199,3172,3443
2025-01-27,3,0,0,-3,0,0,18,0,658,535,0,0,0,0,1600,1676,59,876,814,0,0,348,0,0,2,0,0,0,0,9,10,0,0,0,0,0,1,0,0,130,0,0,0,59,3143,3531
2025-01-27,4,0,0,-1,0,0,18,83,988,666,0,0,2,0,1600,1832,47,869,812,0,0,347,0,0,2,0,0,0,0,9,13,0,0,0,0,0,0,0,0,130,0,0,0,130,3466,3821
2025-01-27,5,0,0,3,0,0,18,140,673,528,0,0,1,0,1600,1592,9,732,713,0,0,345,0,0,2,0,0,0,0,9,5,0,0,0,0,0,1,0,0,130,0,0,0,149,3014,3338
2025-01-27,6,0,0,-1,0,0,18,140,797,588,0,0,-2,0,1545,1583,74,604,535,0,0,346,0,0,2,0,0,0,0,9,3,0,0,0,0,0,0,0,0,130,0,0,0,214,2955,3202
2025-01-27,7,0,0,2,0,0,18,0,713,686,0,0,-1,0,1414,1496,9,746,732,0,0,345,0,0,2,0,0,0,0,9,-7,0,0,0,0,0,1,0,0,109,0,0,0,9,2882,3383
2025-01-27,8,0,0,1,0,0,20,0,832,706,0,0,-1,0,1499,1603,9,774,762,0,0,345,0,0,2,0,0,0,0,9,-13,0,0,0,0,0,0,0,0,109,0,0,0,9,3114,3534
2025-01-27,9,0,0,2,0,0,20,0,421,666,0,0,-2,0,1688,1464,9,790,775,0,0,345,0,0,2,0,0,0,0,9,-18,0,0,0,0,0,0,0,0,110,0,0,0,9,2908,3364
2025-01-27,10,0,0,-3,0,0,21,0,430,704,0,0,-1,0,1750,1462,9,735,721,0,0,346,0,0,2,0,0,0,0,9,-4,0,0,0,0,0,1,0,0,110,0,0,0,9,2924,3359
2025-01-27,11,0,0,-2,0,0,21,0,250,637,0,0,-2,0,1654,1433,9,716,703,0,0,346,0,0,2,0,0,0,0,9,6,0,0,0,0,0,1,0,0,110,0,0,0,9,2629,3255
2025-01-27,12,0,0,1,0,0,20,0,201,595,0,0,-1,0,1768,1315,9,719,703,0,0,347,0,0,2,0,0,0,0,9,5,0,0,0,0,0,1,0,0,111,0,0,0,9,2697,3099
2025-01-27,13,0,0,2,0,0,20,0,1,179,0,25,24,0,1811,1618,9,702,690,0,0,347,0,0,2,0,0,0,0,9,1,0,0,0,0,0,0,0,0,111,0,0,0,9,2548,2994
2025-01-27,14,0,0,-2,0,0,20,0,0,81,0,0,1,0,1791,1747,9,699,691,0,0,348,0,0,2,0,0,0,0,9,0,0,0,0,0,0,1,0,0,111,0,0,0,9,2499,3000
2025-01-27,15,0,0,-2,0,0,19,0,0,147,0,0,-1,0,1640,1491,9,716,703,0,0,350,0,0,2,0,0,0,0,9,-1,0,0,0,0,0,1,0,0,111,0,0,0,9,2365,2820
2025-01-27,16,0,0,3,0,0,19,0,0,163,0,0,2,0,1677,1500,9,739,727,0,0,354,0,0,2,0,0,0,0,9,10,0,0,0,0,0,0,0,0,111,0,0,0,9,2425,2891
2025-01-27,17,0,0,3,0,0,20,0,130,186,0,0,2,0,1752,1681,9,773,763,0,0,357,0,0,2,0,0,0,0,9,14,0,0,0,0,0,1,0,0,112,0,0,0,9,2664,3141
2025-01-27,18,0,0,1,0,0,21,294,490,62,0,0,-2,0,1818,1957,9,816,801,0,0,357,0,0,2,0,0,0,0,9,9,0,0,0,0,0,0,0,0,112,0,0,0,303,3133,3320
2025-01-27,19,0,0,-2,0,0,23,3,691,514,0,0,1,0,1558,1794,9,728,713,0,0,358,0,0,2,0,0,0,0,9,0,0,0,0,0,0,1,0,0,116,0,0,0,12,2986,3520
2025-01-27,20,0,0,-3,0,0,23,0,380,469,0,25,23,0,1778,1720,9,653,644,0,0,360,0,0,2,0,0,0,0,9,1,0,0,0,0,0,1,0,0,114,0,0,0,9,2845,3354
2025-01-27,21,0,0,0,0,0,23,0,130,227,0,25,23,0,1548,1559,9,760,746,0,0,359,0,0,2,0,0,0,0,9,0,0,0,0,0,0,1,0,0,113,0,0,0,9,2472,3053
2025-01-27,22,0,0,-1,0,0,22,0,172,113,0,25,19,0,1548,1624,9,758,746,0,0,359,0,0,2,0,0,0,0,9,-6,0,0,0,0,0,1,0,0,112,0,0,0,9,2512,2991
2025-01-27,23,0,0,3,0,0,22,0,107,-32,0,0,3,0,1600,1740,9,722,711,0,0,359,0,0,2,0,0,0,0,9,-3,0,0,0,0,0,1,0,0,112,0,0,0,9,2438,2918
2025-01-27,24,0,0,1,0,0,21,0,232,239,0,18,13,6,1606,1650,9,809,791,0,0,360,0,0,2,0,0,0,0,9,-2,0,0,0,0,0,1,0,0,111,0,0,0,15,2674,3187
2025-01-28,1,0,0,2,0,0,20,0,312,216,0,12,13,0,1500,1546,9,675,664,0,0,360,0,0,2,0,0,0,0,9,8,0,0,0,0,0,1,0,0,111,0,0,0,9,2508,2943
