\\Yearly Intertie Schedule and Flow Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Created at 2025-06-21 08:01:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\For 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MANITOBA,MANITOBA,MANITOBA,MANITOBA SK,MANITOBA SK,MANITOBA SK,MICHIGAN,MICHIGAN,MICHIGAN,MINNESOTA,MINNESOTA,MINNESOTA,NEW-YORK,NEW-YORK,NEW-YORK,PQ.AT,PQ.AT,PQ.AT,PQ.B5D.B31L,PQ.B5D.B31L,PQ.B5D.B31L,PQ.D4Z,PQ.D4Z,PQ.D4Z,PQ.D5A,PQ.D5A,PQ.D5A,PQ.H4Z,PQ.H4Z,PQ.H4Z,PQ.H9A,PQ.H9A,PQ.H9A,PQ.P33C,PQ.P33C,PQ.P33C,PQ.Q4C,PQ.Q4C,PQ.Q4C,PQ.X2Y,PQ.X2Y,PQ.X2Y,Total,Total,Total
Date,Hour,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow
2025-01-01,1,85,0,-86,0,0,20,0,712,544,0,50,44,0,1600,1698,9,1131,1121,0,0,348,0,0,2,0,0,0,0,9,16,0,0,0,0,0,1,0,0,135,0,0,0,94,3502,3843
2025-01-01,2,85,0,-88,0,0,19,0,902,711,0,24,21,0,1600,1733,9,1239,1232,0,0,348,0,0,2,0,0,0,0,9,12,0,0,0,0,0,1,0,0,136,0,0,0,94,3774,4127
2025-01-01,3,85,41,-44,0,0,19,0,1194,1043,0,46,42,0,1600,1683,9,1239,1234,0,0,349,0,0,2,0,0,0,0,9,11,0,0,0,0,0,1,0,0,136,0,0,0,94,4129,4476
2025-01-01,4,85,41,-44,0,0,19,0,852,1015,0,46,42,0,1400,1331,9,1239,1234,0,0,349,0,0,2,0,0,0,0,9,11,0,0,0,0,0,1,0,0,137,0,0,0,94,3587,4097
2025-01-01,5,85,24,-62,0,0,19,0,1152,1227,0,47,44,0,1600,1498,9,1239,1231,0,0,349,0,0,2,0,0,0,0,9,12,0,0,0,0,0,1,0,0,142,0,0,0,94,4071,4463
2025-01-01,6,85,24,-58,0,0,19,0,1002,1206,0,50,45,0,1600,1444,9,1179,1173,0,0,348,0,0,2,0,0,0,0,9,11,0,0,0,0,0,1,0,0,144,0,0,0,94,3864,4335
2025-01-01,7,0,0,2,0,0,19,0,917,1165,0,50,43,0,1600,1332,9,1239,1226,0,0,348,0,0,2,0,0,0,0,9,10,0,0,0,0,0,1,0,0,142,0,0,0,9,3815,4290
2025-01-01,8,0,40,43,0,0,20,0,1027,1338,0,12,17,0,1801,1480,9,1089,1077,0,0,347,0,0,2,0,0,0,0,9,3,0,0,0,0,0,1,0,0,138,0,0,0,9,3978,4466
2025-01-01,9,0,10,14,0,0,20,0,802,915,0,37,36,0,1843,1668,9,1035,1026,0,0,347,0,0,2,0,0,0,0,9,7,0,0,0,0,0,1,0,0,138,0,0,0,9,3736,4174
2025-01-01,10,0,10,6,0,0,21,0,512,626,0,47,45,0,1625,1456,9,1089,1080,0,0,347,0,0,2,0,0,0,0,9,9,0,0,0,0,0,1,0,0,137,0,0,0,9,3292,3730
2025-01-01,11,0,0,-2,0,0,21,0,192,249,0,37,39,0,1400,1342,9,1116,1101,0,0,347,0,0,2,0,0,0,0,9,9,0,0,0,0,0,1,0,0,137,0,0,0,9,2754,3246
2025-01-01,12,0,0,0,0,0,21,140,141,110,0,0,0,0,1402,1334,9,941,935,0,0,348,0,0,2,0,0,0,0,9,12,0,0,0,0,0,1,0,0,137,0,0,0,149,2493,2900
2025-01-01,13,0,0,-3,0,0,21,0,156,151,0,12,9,0,1306,1412,9,1136,1123,0,0,348,0,0,2,0,0,0,0,9,13,0,0,0,0,0,1,0,0,136,0,0,0,9,2619,3213
2025-01-01,14,0,0,-2,0,0,21,0,311,226,0,47,44,0,1322,1393,9,1131,1125,0,0,349,0,0,2,0,0,0,0,9,11,0,0,0,0,0,1,0,0,136,0,0,0,9,2820,3306
2025-01-01,15,0,10,10,0,0,21,0,609,414,0,37,38,0,1413,1584,9,1109,1092,0,0,349,0,0,2,0,0,0,0,9,12,0,0,0,0,0,1,0,0,136,0,0,0,9,3187,3659
2025-01-01,16,0,10,12,0,0,22,0,711,464,0,47,41,0,1580,1783,9,1058,1050,0,0,349,0,0,2,0,0,0,0,9,13,0,0,0,0,0,1,0,0,136,0,0,0,9,3415,3873
2025-01-01,17,0,10,8,0,0,22,0,706,427,0,47,45,0,1587,1964,9,1109,1087,0,0,346,0,0,2,0,0,0,0,9,16,0,0,0,0,0,1,0,0,136,0,0,0,9,3468,4054
2025-01-01,18,0,0,4,0,0,23,0,705,571,0,12,13,0,1539,1681,9,625,630,0,0,345,0,0,2,0,0,0,0,9,21,0,0,0,0,0,1,0,0,136,0,0,0,9,2890,3427
2025-01-01,19,0,25,20,0,0,24,0,969,753,0,46,42,0,1488,1738,9,923,913,0,0,346,0,0,2,0,0,0,0,9,17,0,0,0,0,0,1,0,0,136,0,0,0,9,3460,3992
2025-01-01,20,0,50,50,0,0,24,0,901,677,0,48,46,0,1423,1695,9,1109,1100,0,0,346,0,0,2,0,0,0,0,9,13,0,0,0,0,0,1,0,0,136,0,0,0,9,3540,4090
2025-01-01,21,0,0,7,0,0,23,0,934,681,0,50,44,0,1470,1718,9,1139,1133,0,0,347,0,0,2,0,0,0,0,9,13,0,0,0,0,0,1,0,0,138,0,0,0,9,3602,4107
2025-01-01,22,0,50,53,0,0,22,0,936,751,0,50,43,0,1332,1624,9,1162,1155,0,0,347,0,0,2,0,0,0,0,9,12,0,0,0,0,0,1,0,0,141,0,0,0,9,3539,4151
2025-01-01,23,0,25,27,0,0,22,0,1227,983,0,50,45,0,1555,1770,9,1189,1184,0,0,349,0,0,2,0,0,0,0,9,8,0,0,0,0,0,1,0,0,141,0,0,0,9,4055,4532
2025-01-01,24,85,49,-34,0,0,21,0,773,662,0,50,46,0,1600,1696,9,1189,1186,0,0,350,0,0,2,0,0,0,0,9,9,0,0,0,0,0,1,0,0,141,0,0,0,94,3670,4080
2025-01-02,1,85,49,-15,0,0,21,0,922,840,0,0,1,0,1600,1604,9,1239,1236,0,0,351,0,0,2,0,0,0,0,9,7,0,0,0,0,0,1,0,0,141,0,0,0,94,3819,4189
2025-01-02,2,85,51,-34,0,0,20,0,1214,1010,0,10,10,0,1600,1777,9,1239,1233,0,0,352,0,0,2,0,0,0,0,9,6,0,0,0,0,0,1,0,0,141,0,0,0,94,4123,4518
2025-01-02,3,85,81,-5,0,0,20,0,1220,966,0,0,-1,0,1600,1888,9,1239,1233,0,0,353,0,0,2,0,0,0,0,9,4,0,0,0,0,0,1,0,0,141,0,0,0,94,4149,4602
2025-01-02,4,85,126,37,0,0,20,0,1242,976,0,0,0,0,1600,1890,9,1239,1231,0,0,355,0,0,2,0,0,0,0,9,5,0,0,0,0,0,1,0,0,140,0,0,0,94,4216,4657
2025-01-02,5,85,66,-5,0,0,20,0,1312,1145,0,0,1,0,1600,1877,9,1239,1235,0,0,355,0,0,2,0,0,0,0,9,7,0,0,0,0,0,1,0,0,140,0,0,0,94,4226,4778
2025-01-02,6,85,88,0,0,0,20,0,1418,1154,0,0,-1,0,1600,1939,9,1239,1234,0,0,354,0,0,2,0,0,0,0,9,7,0,0,0,0,0,0,0,0,140,0,0,0,94,4354,4849
2025-01-02,7,7,0,-11,0,0,20,0,1377,1112,0,0,-2,0,1491,1774,9,1210,1201,0,0,355,0,0,2,0,0,0,0,9,9,0,0,0,0,0,0,0,0,140,0,0,0,16,4087,4600
2025-01-02,8,0,10,11,0,0,21,0,1250,1343,0,0,2,0,1601,1545,9,1210,1202,0,0,354,0,0,2,0,0,0,0,9,10,0,0,0,0,0,0,0,0,140,0,0,0,9,4080,4630
2025-01-02,9,0,10,13,0,0,22,0,1418,1527,0,0,-1,0,1445,1264,9,1239,1228,0,0,354,0,0,2,0,0,0,0,9,12,0,0,0,0,0,1,0,0,140,0,0,0,9,4121,4562
2025-01-02,10,0,49,46,0,0,23,0,1110,1449,0,0,0,0,1481,1111,9,1239,1229,0,0,353,0,0,2,0,0,0,0,9,12,0,0,0,0,0,0,0,0,140,0,0,0,9,3888,4365
2025-01-02,11,0,49,49,0,0,23,0,856,1164,0,0,2,0,1701,1357,9,1239,1228,0,0,354,0,0,2,0,0,0,0,9,21,0,0,0,0,0,0,0,0,140,0,0,0,9,3854,4340
2025-01-02,12,0,50,46,0,0,23,0,761,877,0,0,-1,0,1756,1588,9,1210,1192,0,0,354,0,0,2,0,0,0,0,9,28,0,0,0,0,0,0,0,0,140,0,0,0,9,3786,4249
2025-01-02,13,0,50,51,0,0,23,0,651,716,0,0,0,0,1786,1695,9,902,903,0,0,353,0,0,2,0,0,0,0,9,25,0,0,0,0,0,0,0,0,140,0,0,0,9,3398,3908
2025-01-02,14,0,49,51,0,0,23,0,394,556,0,0,-3,0,1786,1636,9,1239,1223,0,0,354,0,0,2,0,0,0,0,9,26,0,0,0,0,0,1,0,0,140,0,0,0,9,3477,4009
2025-01-02,15,0,49,45,0,0,23,0,420,535,0,0,-3,0,1786,1610,9,1239,1231,0,0,354,0,0,2,0,0,0,0,9,29,0,0,0,0,0,1,0,0,140,0,0,0,9,3503,3967
2025-01-02,16,0,49,50,0,0,23,0,323,541,0,0,0,0,1751,1495,9,1231,1219,0,0,353,0,0,2,0,0,0,0,9,28,0,0,0,0,0,0,0,0,140,0,0,0,9,3363,3851
2025-01-02,17,0,49,51,0,0,24,0,306,586,0,0,-1,0,1810,1516,9,1139,1132,0,0,352,0,0,2,0,0,0,0,9,32,0,0,0,0,0,0,0,0,140,0,0,0,9,3313,3834
2025-01-02,18,0,0,1,0,0,25,143,436,655,0,12,12,0,1900,1547,9,1231,1223,0,0,351,0,0,2,0,0,0,0,9,35,0,0,0,0,0,0,0,0,140,0,0,0,152,3588,3991
2025-01-02,19,0,0,-2,0,0,25,3,387,686,0,12,13,0,1900,1662,9,1211,1196,0,0,350,0,0,2,0,0,0,0,9,33,0,0,0,0,0,1,0,0,140,0,0,0,12,3519,4106
2025-01-02,20,0,24,24,0,0,25,0,326,325,0,25,20,0,1900,1895,9,1059,1059,0,0,350,0,0,2,0,0,0,0,9,31,0,0,0,0,0,0,0,0,140,0,0,0,9,3343,3871
2025-01-02,21,0,49,47,0,0,25,0,416,356,0,25,22,0,1900,2014,9,1219,1209,0,0,350,0,0,2,0,0,0,0,9,14,0,0,0,0,0,1,0,0,140,0,0,0,9,3618,4180
2025-01-02,22,0,10,13,0,0,24,0,716,425,0,50,42,0,1900,2330,9,1189,1176,0,0,349,0,0,2,0,0,0,0,9,10,0,0,0,0,0,0,0,0,140,0,0,0,9,3874,4511
2025-01-02,23,0,49,43,0,0,24,0,540,436,0,50,40,0,1600,1702,9,1092,1086,0,0,349,0,0,2,0,0,0,0,9,6,0,0,0,0,0,0,0,0,140,0,0,0,9,3340,3828
2025-01-02,24,85,25,-60,0,0,23,0,820,578,0,37,36,0,1600,1840,9,1208,1198,0,0,351,0,0,2,0,0,0,0,9,7,0,0,0,0,0,0,0,0,140,0,0,0,94,3699,4115
2025-01-03,1,85,0,-81,0,0,23,0,372,520,0,0,-2,0,1590,1397,9,1239,1235,0,0,353,0,0,2,0,0,0,0,9,1,0,0,0,0,0,1,0,0,140,0,0,0,94,3210,3589
2025-01-03,2,85,0,-82,0,0,22,0,342,449,0,0,-3,0,1590,1482,9,1239,1235,0,0,354,0,0,2,0,0,0,0,9,1,0,0,0,0,0,0,0,0,140,0,0,0,94,3180,3600
2025-01-03,3,85,19,-66,0,0,22,0,432,464,0,25,23,0,1590,1571,9,1239,1234,0,0,354,0,0,2,0,0,0,0,9,6,0,0,0,0,0,1,0,0,140,0,0,0,94,3314,3751
2025-01-03,4,85,12,-73,0,0,22,0,252,266,0,37,35,0,1490,1469,9,1239,1228,0,0,355,0,0,2,0,0,0,0,9,9,0,0,0,0,0,0,0,0,140,0,0,0,94,3039,3453
2025-01-03,5,85,12,-73,0,0,22,0,292,248,0,12,9,0,1600,1623,9,1234,1229,0,0,355,0,0,2,0,0,0,0,9,23,0,0,0,0,0,1,0,0,139,0,0,0,94,3159,3578
2025-01-03,6,85,0,-84,0,0,22,0,542,413,0,12,9,0,1600,1778,9,1239,1218,0,0,355,0,0,2,0,0,0,0,9,21,0,0,0,0,0,0,0,0,137,0,0,0,94,3402,3871
2025-01-03,7,0,0,-3,0,0,23,0,651,545,0,0,-1,0,1333,1656,9,880,882,0,0,353,0,0,2,0,0,0,0,9,23,0,0,0,0,0,0,0,0,135,0,0,0,9,2873,3615
2025-01-03,8,0,12,13,0,0,24,0,556,456,0,12,9,0,1521,1605,9,1239,1219,0,0,351,0,0,2,0,0,0,0,9,9,0,0,0,0,0,0,0,0,129,0,0,0,9,3349,3817
2025-01-03,9,0,0,5,0,0,25,0,408,466,0,0,3,0,1770,1658,9,1160,1152,0,0,351,0,0,2,0,0,0,0,9,1,0,0,0,0,0,0,0,0,116,0,0,0,9,3347,3779
2025-01-03,10,0,49,47,0,0,25,2,391,669,0,25,24,0,1900,1669,9,1218,1210,0,0,352,0,0,2,0,0,0,0,9,2,0,0,0,0,0,0,0,0,114,0,0,0,11,3592,4114
2025-01-03,11,0,49,50,0,0,26,0,390,737,0,25,23,0,1848,1580,9,1239,1231,0,0,353,0,0,2,0,0,0,0,9,2,0,0,0,0,0,0,0,0,115,0,0,0,9,3560,4119
2025-01-03,12,0,49,50,0,0,25,0,545,624,0,25,21,0,1900,1870,9,1239,1231,0,0,354,0,0,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,118,0,0,0,9,3767,4295
2025-01-03,13,0,10,16,0,0,24,0,480,471,0,25,26,0,1900,1860,9,1239,1231,0,0,354,0,0,2,0,0,0,0,9,-6,0,0,0,0,0,0,0,0,132,0,0,0,9,3663,4110
2025-01-03,14,0,50,51,0,0,24,0,381,564,0,37,32,0,1900,1754,9,1239,1226,0,0,354,0,0,2,0,0,0,0,9,-5,0,0,0,0,0,0,0,0,132,0,0,0,9,3616,4134
2025-01-03,15,0,49,46,0,0,23,0,281,449,0,25,23,0,1850,1619,9,1092,1076,0,0,354,0,0,2,0,0,0,0,9,1,0,0,0,0,0,0,0,0,135,0,0,0,9,3306,3728
2025-01-03,16,0,49,50,0,0,23,0,222,334,0,25,23,0,1900,1643,9,1010,997,0,0,353,0,0,2,0,0,0,0,9,2,0,0,0,0,0,0,0,0,134,0,0,0,9,3215,3561
2025-01-03,17,0,0,2,0,0,24,143,281,208,0,10,14,0,1900,1737,9,970,960,0,0,353,0,0,2,0,0,0,0,9,3,0,0,0,0,0,0,0,0,134,0,0,0,152,3170,3437
2025-01-03,18,0,0,3,0,0,26,143,716,447,0,10,9,0,1896,1945,9,993,984,0,0,351,0,0,2,0,0,0,0,9,7,0,0,0,0,0,0,0,0,134,0,0,0,152,3624,3908
2025-01-03,19,0,0,0,0,0,27,2,737,550,0,12,11,0,1695,1839,9,1049,1037,0,0,351,0,0,2,0,0,0,0,9,9,0,0,0,0,0,0,0,0,134,0,0,0,11,3502,3960
2025-01-03,20,0,35,30,0,0,27,0,837,681,0,47,41,0,1900,2003,9,995,984,0,0,351,0,0,2,0,0,0,0,9,7,0,0,0,0,0,0,0,0,134,0,0,0,9,3823,4260
2025-01-03,21,0,10,11,0,0,27,0,737,671,0,35,32,0,1900,1916,9,1019,1003,0,0,349,0,0,2,0,0,0,0,9,7,0,0,0,0,0,1,0,0,134,0,0,0,9,3710,4153
2025-01-03,22,0,0,6,0,0,26,0,737,822,0,37,39,0,1900,1767,9,849,849,0,0,348,0,0,2,0,0,0,0,9,15,0,0,0,0,0,0,0,0,134,0,0,0,9,3532,4008
2025-01-03,23,0,0,0,0,0,26,0,750,791,0,37,37,0,1600,1633,9,1163,1139,0,0,350,0,0,2,0,0,0,0,9,32,0,0,0,0,0,0,0,0,134,0,0,0,9,3559,4144
2025-01-03,24,85,51,-27,0,0,25,0,796,732,0,50,40,0,1600,1649,9,1048,1037,0,0,350,0,0,2,0,0,0,0,9,31,0,0,0,0,0,1,0,0,134,0,0,0,94,3554,3974
2025-01-04,1,85,100,16,0,0,25,0,734,668,0,47,43,0,1600,1702,107,1117,1004,0,0,350,0,0,2,0,0,0,0,9,31,0,0,0,0,0,0,0,0,134,0,0,0,192,3607,3975
2025-01-04,2,85,135,46,0,0,24,0,675,656,0,50,40,0,1600,1630,107,1060,950,0,0,351,0,0,2,0,0,0,0,9,31,0,0,0,0,0,1,0,0,134,0,0,0,192,3529,3865
2025-01-04,3,85,100,13,0,0,24,0,840,676,0,47,44,0,1600,1708,107,1092,978,0,0,351,0,0,2,0,0,0,0,9,29,0,0,0,0,0,0,0,0,134,0,0,0,192,3688,3959
2025-01-04,4,85,95,8,0,0,24,0,1187,897,0,47,47,0,1600,1861,107,981,874,0,0,351,0,0,2,0,0,0,0,9,29,0,0,0,0,0,1,0,0,133,0,0,0,192,3919,4227
2025-01-04,5,85,88,8,0,0,24,0,1418,1199,0,47,43,0,1600,1749,107,1043,934,0,0,351,0,0,2,0,0,0,0,9,31,0,0,0,0,0,1,0,0,132,0,0,0,192,4205,4474
2025-01-04,6,85,88,3,0,0,24,0,1082,1119,0,47,44,0,1600,1517,9,925,916,0,0,351,0,0,2,0,0,0,0,9,28,0,0,0,0,0,1,0,0,131,0,0,0,94,3751,4136
2025-01-04,7,0,50,51,0,0,24,0,1257,1285,0,47,41,0,1600,1632,9,1032,1021,0,0,351,0,0,2,0,0,0,0,9,30,0,0,0,0,0,0,0,0,130,0,0,0,9,3995,4567
2025-01-04,8,0,41,42,0,0,25,0,1186,1473,0,36,39,0,1895,1584,9,1006,998,0,0,354,0,0,2,0,0,0,0,9,36,0,0,0,0,0,1,0,0,130,0,0,0,9,4173,4684
2025-01-04,9,7,0,70,0,0,26,0,1017,1121,0,36,34,0,1900,1820,9,1080,1065,0,0,353,0,0,2,0,0,0,0,9,36,0,0,0,0,0,1,0,0,129,0,0,0,16,4042,4657
2025-01-04,10,0,3,15,0,0,27,0,822,831,0,37,36,0,1850,1814,9,975,968,0,0,352,0,0,2,0,0,0,0,9,37,0,0,0,0,0,1,0,0,129,0,0,0,9,3696,4212
2025-01-04,11,0,50,50,0,0,27,0,246,539,0,50,34,0,1900,1617,9,996,979,0,0,352,0,0,2,0,0,0,0,9,37,0,0,0,0,0,1,0,0,129,0,0,0,9,3251,3767
2025-01-04,12,0,50,52,0,0,26,0,311,482,0,50,46,0,1886,1644,9,848,838,0,0,352,0,0,2,0,0,0,0,9,36,0,0,0,0,0,1,0,0,130,0,0,0,9,3154,3609
2025-01-04,13,0,50,51,0,0,26,0,121,385,0,49,41,0,1834,1569,9,876,863,0,0,352,0,0,2,0,0,0,0,9,32,0,0,0,0,0,0,0,0,129,0,0,0,9,2939,3450
2025-01-04,14,0,50,53,0,0,25,0,331,441,0,49,41,0,1736,1679,9,875,866,0,0,352,0,0,2,0,0,0,0,9,32,0,0,0,0,0,0,0,0,128,0,0,0,9,3050,3619
2025-01-04,15,0,49,50,0,0,25,0,121,223,0,25,33,0,1682,1561,9,944,934,0,0,351,0,0,2,0,0,0,0,9,32,0,0,0,0,0,0,0,0,127,0,0,0,9,2830,3338
2025-01-04,16,0,49,48,0,0,25,0,121,331,0,25,27,0,1795,1604,9,947,932,0,0,351,0,0,2,0,0,0,0,9,35,0,0,0,0,0,1,0,0,127,0,0,0,9,2946,3483
2025-01-04,17,0,49,51,0,0,25,0,421,383,0,37,35,0,1876,1859,9,905,898,0,0,350,0,0,2,0,0,0,0,9,37,0,0,0,0,0,0,0,0,126,0,0,0,9,3297,3766
2025-01-04,18,0,0,0,0,0,27,0,930,781,0,26,26,0,1719,1873,9,1108,1097,0,0,350,0,0,2,0,0,0,0,9,32,0,0,0,0,0,1,0,0,126,0,0,0,9,3792,4315
2025-01-04,19,0,0,-1,0,0,28,0,1135,1056,0,37,27,0,1741,1899,9,1091,1081,0,0,350,0,0,2,0,0,0,0,9,32,0,0,0,0,0,1,0,0,126,0,0,0,9,4013,4601
2025-01-04,20,0,0,1,0,0,28,0,921,1021,0,37,35,0,1900,1926,9,1097,1077,0,0,351,0,0,2,0,0,0,0,9,27,0,0,0,0,0,1,0,0,127,0,0,0,9,3964,4596
2025-01-04,21,0,49,46,0,0,28,0,611,864,0,37,36,0,1900,1811,240,1122,875,0,0,352,0,0,2,0,0,0,0,9,20,0,0,0,0,0,1,0,0,128,0,0,0,240,3728,4163
2025-01-04,22,0,49,51,0,0,27,0,486,703,0,25,24,0,1900,1712,116,899,782,0,0,352,0,0,2,0,0,0,0,9,21,0,0,0,0,0,1,0,0,128,0,0,0,116,3368,3803
2025-01-04,23,0,49,49,0,0,27,0,571,554,0,25,23,0,1600,1693,66,830,760,0,0,352,0,0,2,0,0,0,0,9,29,0,0,0,0,0,1,0,0,128,0,0,0,66,3084,3618
2025-01-04,24,85,83,-3,0,0,26,0,646,382,0,47,38,0,1600,1876,81,813,732,0,0,352,0,0,2,0,0,0,0,9,29,0,0,0,0,0,1,0,0,128,0,0,0,166,3198,3563
2025-01-05,1,85,105,2,0,0,26,0,632,736,0,50,44,15,1585,1512,350,1088,731,0,0,353,0,0,2,0,0,0,0,9,29,0,0,0,0,0,1,0,0,128,0,0,0,450,3469,3564
2025-01-05,2,85,75,-13,0,0,25,0,799,708,0,50,42,0,1520,1564,509,1152,647,0,0,352,0,0,2,0,0,0,0,9,31,0,0,0,0,0,0,0,0,128,0,0,0,594,3605,3486
2025-01-05,3,85,135,43,0,0,25,0,772,692,0,50,39,0,1600,1668,146,1044,894,0,0,351,0,0,2,0,0,0,0,9,31,0,0,0,0,0,0,0,0,128,0,0,0,231,3610,3873
2025-01-05,4,85,135,45,0,0,25,0,1072,1005,0,50,46,0,1600,1677,77,1036,953,0,0,352,0,0,2,0,0,0,0,9,29,0,0,0,0,0,0,0,0,128,0,0,0,162,3902,4262
2025-01-05,5,85,95,12,0,0,25,0,1164,1025,0,47,47,10,1610,1736,129,972,840,0,0,353,0,0,2,0,0,0,0,9,31,0,0,0,0,0,0,0,0,127,0,0,0,224,3897,4198
2025-01-05,6,85,95,11,0,0,25,0,832,950,0,47,43,0,1600,1433,97,911,815,0,0,352,0,0,2,0,0,0,0,9,29,0,0,0,0,0,0,0,0,127,0,0,0,182,3494,3787
2025-01-05,7,0,10,11,0,0,25,0,492,828,0,50,42,10,1610,1284,271,1162,895,0,0,353,0,0,2,0,0,0,0,9,28,0,0,0,0,0,0,0,0,127,0,0,0,281,3333,3595
2025-01-05,8,6,0,-6,0,0,26,0,541,766,0,46,49,0,1812,1528,159,1280,1117,0,0,352,0,0,2,0,0,0,0,9,30,0,0,0,0,0,0,0,0,126,0,0,0,165,3688,3990
2025-01-05,9,0,0,0,0,0,26,0,491,673,0,49,45,0,1814,1565,303,1413,1115,0,0,352,0,0,2,0,0,0,0,9,33,0,0,0,0,0,1,0,0,125,0,0,0,303,3776,3937
2025-01-05,10,0,10,14,0,0,27,0,440,713,0,47,44,10,1910,1727,175,1390,1218,0,0,350,0,0,2,0,0,0,0,9,29,0,0,0,0,0,0,0,0,125,0,0,0,185,3806,4249
2025-01-05,11,0,50,46,0,0,27,0,440,370,0,47,45,5,1905,1952,55,1253,1202,0,0,351,0,0,2,0,0,0,0,9,26,0,0,0,0,0,0,0,0,125,0,0,0,60,3704,4146
2025-01-05,12,0,50,54,0,0,26,0,290,377,0,47,41,0,1800,1776,55,1274,1224,0,0,350,0,0,2,0,0,0,0,9,25,0,0,0,0,0,0,0,0,126,0,0,0,55,3470,4001
2025-01-05,13,0,50,51,0,0,26,0,140,383,0,50,45,0,1900,1688,55,1285,1233,0,0,349,0,0,2,0,0,0,0,9,24,0,0,0,0,0,0,0,0,127,0,0,0,55,3434,3928
2025-01-05,14,0,50,49,0,0,25,0,140,274,0,50,44,5,1905,1759,55,1285,1224,0,0,351,0,0,2,0,0,0,0,9,17,0,0,0,0,0,0,0,0,128,0,0,0,60,3439,3873
2025-01-05,15,0,50,49,0,0,25,1,140,129,0,24,26,6,1906,1853,101,1105,1003,0,0,350,0,0,2,0,0,0,0,9,13,0,0,0,0,0,1,0,0,128,0,0,0,108,3234,3579
2025-01-05,16,0,0,2,0,0,24,77,140,146,0,0,-2,20,1920,1785,216,1179,958,0,0,351,0,0,2,0,0,0,0,9,16,0,0,0,0,0,0,0,0,128,0,0,0,313,3248,3410
2025-01-05,17,0,0,4,0,0,25,857,240,-561,6,0,-1,41,1941,1831,558,1529,959,0,0,351,0,0,2,0,0,0,0,9,16,0,0,0,0,0,1,0,0,129,0,0,0,1462,3719,2756
2025-01-05,18,0,0,-2,0,0,26,1053,228,-688,0,0,2,40,1755,1665,1083,1796,702,0,0,351,55,0,-26,0,0,0,0,9,16,0,0,0,84,0,-41,0,0,130,0,0,0,2315,3788,2135
2025-01-05,19,0,0,1,0,0,28,793,240,-514,0,0,3,0,1900,1889,1455,1797,347,0,0,350,55,0,-40,0,0,0,0,9,23,0,0,0,84,0,-82,0,0,129,0,0,0,2387,3946,2134
2025-01-05,20,0,0,-2,0,0,27,602,190,-427,0,0,1,13,1863,1926,1294,1776,488,0,0,350,55,0,-40,0,0,0,0,9,25,0,0,0,84,0,-82,0,0,130,0,0,0,2048,3838,2396
2025-01-05,21,0,0,-1,0,0,27,520,160,-470,0,0,1,0,1900,1995,731,1715,975,0,0,349,55,0,-40,0,0,0,0,9,18,0,0,0,84,0,-78,0,0,130,0,0,0,1390,3784,2906
2025-01-05,22,0,0,-6,0,0,27,272,215,-174,0,12,12,0,1850,1993,754,1708,954,0,0,349,0,0,2,0,0,0,0,9,23,0,0,0,0,0,0,0,0,130,0,0,0,1026,3794,3310
2025-01-05,23,0,10,11,0,0,26,0,140,31,0,47,43,19,1619,1777,262,1262,998,0,0,349,0,0,2,0,0,0,0,9,30,0,0,0,0,0,1,0,0,130,0,0,0,281,3087,3398
2025-01-05,24,85,70,-15,0,0,26,0,140,-13,0,22,17,0,1600,1809,413,1441,1022,0,0,350,0,0,2,0,0,0,0,9,29,0,0,0,0,0,1,0,0,130,0,0,0,498,3282,3358
2025-01-06,1,16,41,10,0,0,25,0,140,256,0,36,37,0,1600,1484,257,1171,912,0,0,353,0,0,2,0,0,0,0,9,27,0,0,0,0,0,0,0,0,130,0,0,0,273,2997,3236
2025-01-06,2,16,16,2,0,0,24,0,140,228,0,36,35,0,1600,1464,85,1009,918,0,0,353,0,0,2,0,0,0,0,9,28,0,0,0,0,0,0,0,0,130,0,0,0,101,2810,3184
2025-01-06,3,16,41,24,0,0,24,0,140,117,0,36,31,0,1582,1567,9,870,861,0,0,351,0,0,2,0,0,0,0,9,28,0,0,0,0,0,0,0,0,130,0,0,0,25,2678,3135
2025-01-06,4,16,41,29,0,0,24,0,140,201,0,36,33,15,1615,1607,9,916,904,0,0,351,0,0,2,0,0,0,0,9,27,0,0,0,0,0,0,0,0,130,0,0,0,40,2757,3308
2025-01-06,5,16,41,28,0,0,24,0,140,145,0,24,21,15,1615,1590,9,919,902,0,0,351,0,0,2,0,0,0,0,9,25,0,0,0,0,0,1,0,0,129,0,0,0,40,2748,3218
